Gene_A,Gene_B,Random Forest probabilities,Random Forest decision_scores,Prob_Bin
ITGAV,ITGB3,0.09,,0
ITGB1,ITGA5,0.14,,0
GABRB3,GABRG2,0.5,,2
GABRD,GABRA1,0.02,,0
SRP19,SRP72,0.61,,3
LAMC1,LAMA1,0.05,,0
GABRD,GABRA1,0.02,,0
ACTR2,ARPC4,0.8,,3
LAMC1,LAMB1,0.36,,1
ARPC2,ACTR2,0.97,,4
ACTR2,ARPC4,0.8,,3
ARPC5,ARPC2,0.96,,4
RIPK1,TRADD,0.32,,1
ARPC2,ARPC4,0.61,,3
SSPN,SGCD,0.06,,0
ACTR2,ARPC3,0.81,,4
GABRA4,GABRG2,0.32,,1
LMAN1,MCFD2,0.74,,3
NID1,LAMC1,0.53,,2
ACTR2,ACTR3B,0.1,,0
LAMC1,LAMB1,0.36,,1
ARPC5,ACTR2,0.99,,4
GABRB3,GABRG2,0.5,,2
AP1M1,AP1S1,0.18,,0
LAMC1,LAMB1,0.36,,1
SGCA,SGCG,0.05,,0
ACTR2,ACTR3B,0.1,,0
ARPC1A,ARPC3,0.2,,0
ARPC5,ARPC4,0.99,,4
SGCG,SNTB1,0.06,,0
ARPC5,ARPC3,0.99,,4
GABRB3,GABRG2,0.5,,2
DDAH2,KAT14,0.01,,0
NRIP1,LRFN5,0.04,,0
PRKCSH,SPRR3,0.02,,0
NID1,EI24,0.0,,0
C6orf118,PSMA3,0.0,,0
MRPL9,GHRL,0.0,,0
ZIC5,ACP3,0.02,,0
PLCG1,CWC22,0.0,,0
TRRAP,ATP6V0B,0.0,,0
C20orf144,SMARCD3,0.0,,0
GNAQ,TAAR5,0.0,,0
SNAPC1,PDGFA,0.0,,0
ZNF7,NPTN,0.03,,0
THAP10,EXOSC6,0.0,,0
HLA-A,ITPRIPL2,0.04,,0
FAM181A,SNRPD1,0.0,,0
CRYBA1,CCDC9,0.06,,0
C12orf56,FAM228B,0.05,,0
ARMC3,ANTXRL,0.06,,0
ABHD13,FSIP2,0.05,,0
SRD5A2,ZNF668,0.0,,0
BNIP3,CASS4,0.06,,0
CDH6,AKAP5,0.0,,0
EGLN3,ARID4B,0.0,,0
BNIP3L,SCN4B,0.0,,0
RAB3IL1,PHF5A,0.0,,0
HECW2,NKD1,0.01,,0
VAMP2,USP17L22,0.0,,0
ARID1A,EID3,0.0,,0
ZER1,RALA,0.01,,0
DNMT1,CDH11,0.02,,0
PDK3,ANTXR2,0.02,,0
ABCA3,SCN1B,0.0,,0
RPRM,ZNF260,0.07,,0
PLPP7,ZNF232,0.38,,1
SLC17A6,INHBC,0.0,,0
NSMF,SMC3,0.0,,0
MME,BCL7B,0.0,,0
CTDNEP1,EXOC1,0.1,,0
TEX9,CSNK2A1,0.0,,0
ECE2,RPS6KB1,0.06,,0
TSSK3,E2F4,0.01,,0
WASHC3,NDUFS7,0.0,,0
SLC16A2,CHRM4,0.04,,0
PRLHR,SNW1,0.0,,0
PLAU,TMEM182,0.0,,0
SUV39H2,DRAP1,0.03,,0
HIF1A,CCL13,0.03,,0
PAGE3,INO80B,0.01,,0
SKP1,BRI3,0.0,,0
GAPDHS,MGAT5B,0.04,,0
ZFYVE21,RRP15,0.4,,1
CYRIB,ZBTB7C,0.0,,0
PARP15,PLA2G2A,0.05,,0
LCE1C,UROD,0.02,,0
TNP1,IPO11,0.02,,0
GNAL,TENM3,0.02,,0
WDCP,SUZ12,0.0,,0
TIMM9,UFD1,0.0,,0
LRRC37A3,TNFSF15,0.09,,0
RBM12,U2AF1,0.08,,0
CT55,FILIP1L,0.04,,0
GRB14,RING1,0.0,,0
NKX6-2,TSG101,0.0,,0
KCTD16,ZBTB10,0.02,,0
CLEC4C,USP50,0.03,,0
RARA,STAT6,0.0,,0
KIFC2,REL,0.0,,0
PSME1,ZFP28,0.01,,0
VEGFB,BCL7C,0.0,,0
CMYA5,GSK3B,0.0,,0
EPS15,CSNK2B,0.0,,0
FAM72B,BIRC5,0.01,,0
MSN,TRIM58,0.07,,0
BTNL8,BCAR1,0.02,,0
RAF1,C17orf75,0.06,,0
RTTN,RPA2,0.14,,0
SMARCA4,SGCD,0.0,,0
NUCKS1,CST9L,0.01,,0
ORMDL1,EPHA10,0.03,,0
ARPC5L,PRELID2,0.0,,0
SF3B2,FASTKD5,0.0,,0
PFKM,MLX,0.0,,0
DUX4,RPL37,0.0,,0
ZFP3,GLDN,0.01,,0
IFNE,PSMB5,0.0,,0
PCGF2,ACO1,0.0,,0
PAQR4,NPIPB5,0.07,,0
NXT1,SCRIB,0.0,,0
EXOC8,RBM24,0.0,,0
HNRNPCL3,SCN2B,0.0,,0
SCML4,KIF2A,0.04,,0
DRAM1,BRD7,0.01,,0
NXT1,SCRIB,0.0,,0
ZNF593,ATP6V0A4,0.01,,0
WARS1,HDAC2,0.0,,0
PKM,MFN1,0.0,,0
TMEM150A,GYS2,0.07,,0
NAT8,CUL3,0.0,,0
GAA,KRTAP3-3,0.0,,0
IL1R2,TAAR5,0.0,,0
UTF1,BRAF,0.04,,0
ATG9A,PILRA,0.05,,0
UNC5C,RNF168,0.04,,0
SHOC2,ZNF23,0.0,,0
LYPD5,ENAH,0.06,,0
TMEM30A,DAPK3,0.0,,0
HEXA,PSMG2,0.15,,0
SNRPB2,DLG5,0.0,,0
EYA2,NGDN,0.11,,0
TMEM116,PCP4L1,0.05,,0
HDAC4,FKBP7,0.11,,0
SULT1A3,CEBPB,0.0,,0
JMJD4,PLA2G4A,0.04,,0
FBXO25,EXOSC4,0.01,,0
ZMIZ2,CCNA2,0.02,,0
EIF4E,HRAS,0.0,,0
WDR19,SCARF2,0.13,,0
CACHD1,SH2B3,0.11,,0
AFAP1,ROCK1,0.04,,0
MEX3C,ZNF157,0.11,,0
TAL1,SUZ12,0.0,,0
WNT4,TOX,0.0,,0
FBF1,SP3,0.04,,0
JMJD4,ZNF480,0.03,,0
PCGF3,KCTD5,0.0,,0
SSTR5,TWSG1,0.0,,0
DR1,EIF4A3,0.0,,0
MPPE1,SGCD,0.0,,0
OR6S1,POTEJ,0.0,,0
MANSC4,ACTB,0.0,,0
ABCC3,RING1,0.0,,0
EXTL1,SUZ12,0.0,,0
PATJ,LRRTM1,0.0,,0
P2RX7,UQCR11,0.13,,0
TRIM58,DYNC1H1,0.0,,0
ATP4B,PPP2R5C,0.0,,0
IL2RG,KAT7,0.0,,0
SCN8A,WSB1,0.0,,0
ITGAM,C10orf120,0.0,,0
GABRE,CACNG5,0.01,,0
LRRC3C,CMAS,0.03,,0
NRBP1,STARD8,0.05,,0
AGR2,IGFBPL1,0.0,,0
MKNK1,TAS1R3,0.06,,0
DCBLD2,LILRA4,0.02,,0
SNRPE,ADH6,0.0,,0
USP11,FAM117A,0.2,,0
HJURP,ZNF493,0.0,,0
CT45A2,PGAM1,0.0,,0
TRIM26,GSK3B,0.0,,0
HHAT,LENG1,0.03,,0
SIGLECL1,CUL9,0.05,,0
SF3B5,PMVK,0.0,,0
BIRC3,CACNA1C,0.0,,0
CT45A6,MGAM2,0.01,,0
DGKB,IL17A,0.0,,0
SERPINE1,SNRPF,0.0,,0
NR3C2,TLR6,0.0,,0
USP5,PCDHA10,0.02,,0
GAGE1,INSM1,0.01,,0
ASCL3,LLGL1,0.0,,0
SLC38A5,ARL4D,0.04,,0
ACSF3,TASOR2,0.36,,1
DDT,MAGEB10,0.04,,0
CTTNBP2NL,SNRPB2,0.0,,0
PRPF8,RBP5,0.0,,0
MAD2L1,C1RL,0.02,,0
MUC6,SMARCA2,0.0,,0
SGPP1,PPP1R12B,0.21,,1
SF3B6,SLN,0.0,,0
TBPL2,OCEL1,0.03,,0
LRSAM1,COLEC10,0.0,,0
PALM,CRY1,0.01,,0
SPP1,CUL4A,0.0,,0
PACRGL,GAK,0.03,,0
SNRPE,HIBCH,0.0,,0
MFAP4,GEMIN2,0.02,,0
DCAF12L1,SCN7A,0.0,,0
GLUD1,POP7,0.07,,0
PRSS57,WASHC4,0.0,,0
RNF44,SMIM19,0.22,,1
DNAJB4,ACYP2,0.05,,0
FCRL2,TFDP1,0.0,,0
BAAT,EFTUD2,0.0,,0
XKR7,RAD51D,0.13,,0
PF4V1,MRAS,0.0,,0
SLC30A2,PCGF5,0.0,,0
ZC3H7B,MYOM3,0.17,,0
TEX54,COX5B,0.09,,0
PDZD4,CASP1,0.0,,0
OOSP1,NEBL,0.01,,0
LRRC56,TBC1D3,0.22,,1
ZNF215,BBX,0.05,,0
PEA15,HS3ST6,0.05,,0
PFDN2,CHIT1,0.0,,0
OBP2A,DYNC1H1,0.0,,0
RBM17,FAM114A2,0.1,,0
RBBP4,RPL19,0.0,,0
GABRA4,BLOC1S2,0.0,,0
VSIG2,ZSWIM5,0.05,,0
CCNL1,RAD9A,0.0,,0
GSTA5,SCRIB,0.0,,0
CBX2,DUSP2,0.0,,0
PDCD10,S100Z,0.11,,0
MAP4K3,CD82,0.05,,0
IFNK,STOX2,0.05,,0
G3BP1,RHOD,0.0,,0
FANCL,UNC80,0.01,,0
MT1H,SMAD2,0.0,,0
IL17RA,SERPINA7,0.0,,0
BTN3A3,GZMB,0.21,,1
IWS1,RBP5,0.0,,0
RIMBP3,CSNK2A2,0.0,,0
PARL,PEX11A,0.02,,0
SKP1,SF3B6,0.0,,0
MED11,TRIM21,0.41,,2
HEXA,PSMG2,0.15,,0
ZBTB8B,CCT8,0.01,,0
AMN,BATF3,0.0,,0
DHX8,KIAA0040,0.0,,0
FMO1,PRSS21,0.0,,0
ZNF66,MKLN1,0.0,,0
GRIK2,ARID1A,0.0,,0
ATP6V1F,MRPL30,0.0,,0
CSN1S1,SPI1,0.01,,0
RBBP4,RPL19,0.0,,0
PLRG1,ATP1B3,0.0,,0
WASHC2C,FAM220A,0.0,,0
ITGB1,SS18,0.0,,0
STT3B,GRIK3,0.0,,0
KCNS3,AK1,0.03,,0
NUDT14,ANAPC13,0.03,,0
BBOX1,POTEM,0.0,,0
ABCA5,CCL23,0.04,,0
POLD3,ZNF764,0.01,,0
SPTLC1,RCBTB2,0.0,,0
CEBPB,DYNLL2,0.0,,0
KNTC1,POLR2I,0.06,,0
ADCY10,SEMA6A,0.01,,0
ARPC5L,HBG2,0.0,,0
PTGDR,FANCM,0.03,,0
DDX31,CHI3L1,0.03,,0
SPATA31A6,PIGG,0.01,,0
SARM1,ZNF439,0.18,,0
PNPLA4,CUL9,0.29,,1
PLPP6,ZCCHC7,0.02,,0
BPIFB1,AQP4,0.01,,0
MAGEB1,GFPT2,0.02,,0
SNRPB,MAPKAPK5,0.0,,0
KRT26,IL27RA,0.0,,0
DYNC2I2,CEP295NL,0.0,,0
WASHC5,PRPF8,0.0,,0
C1orf35,INPP5J,0.07,,0
C1orf35,USP22,0.0,,0
SMARCC1,TAMALIN,0.0,,0
BRMS1L,DNM3,0.01,,0
STUM,SAMD1,0.02,,0
ABRA,DNAJC4,0.07,,0
BATF,KLRF2,0.0,,0
DNAJC3,PSMD3,0.0,,0
MYDGF,EPHA8,0.0,,0
CGB2,FYTTD1,0.0,,0
OR2AK2,PDE3A,0.02,,0
ZNF655,SERPINA9,0.0,,0
SLC22A10,NDUFA11,0.02,,0
ZNF239,SH2B3,0.16,,0
VDR,ATP9B,0.01,,0
CACNB1,RIPPLY2,0.0,,0
ST6GALNAC1,EVC,0.0,,0
DNAL1,ME1,0.08,,0
ADAM19,CAMK2G,0.05,,0
IBSP,MED20,0.0,,0
CUL1,RENBP,0.0,,0
CALCB,NSUN2,0.04,,0
ATF5,MRPL55,0.02,,0
CCDC47,FUT5,0.02,,0
PAXIP1,PGAP1,0.0,,0
FOS,MYH9,0.0,,0
CDK3,PSMD5,0.03,,0
LACTB,DNAAF3,0.02,,0
YARS1,APBA1,0.0,,0
OR6P1,RASSF7,0.0,,0
MRPL51,CHRND,0.0,,0
MGAT1,RSBN1L,0.12,,0
STX8,ZCCHC7,0.34,,1
RHBDF2,TNFSF13,0.07,,0
ZNF468,CROCC,0.19,,0
LDHD,HABP4,0.13,,0
EGLN1,CDCP1,0.02,,0
SMARCC1,H2AC14,0.0,,0
USP51,PPP1CC,0.05,,0
PFN1,PRELP,0.05,,0
PDHX,RYBP,0.0,,0
TAF9,SELENOI,0.0,,0
ANKRD18B,ALDH3A1,0.03,,0
SPANXN5,OSCAR,0.02,,0
ARL8B,UQCRHL,0.17,,0
SKP1,MAP1LC3B,0.0,,0
METTL14,KCNG1,0.06,,0
SYF2,CCDC190,0.0,,0
FAM107A,PSMA7,0.0,,0
LARP4B,CHRNA10,0.08,,0
SPRR2G,MTARC1,0.0,,0
RAD54L2,ZNF33B,0.03,,0
LIPF,ZNF32,0.0,,0
KLF6,KCNH8,0.03,,0
NUTM2G,PCDHGA2,0.01,,0
DYNC1I1,GATAD2B,0.0,,0
TMEM129,BATF,0.0,,0
CNOT7,RPL39,0.0,,0
HPGD,LAMB2,0.0,,0
MRAS,IL18R1,0.0,,0
SV2B,HDAC2,0.0,,0
SNX3,UROS,0.24,,1
ARAP2,LMAN1,0.03,,0
KRTAP17-1,LMOD2,0.02,,0
SCN3B,ITIH6,0.0,,0
PAAF1,GLOD5,0.03,,0
PRMT7,OR3A2,0.23,,1
RAB3C,KRTAP19-2,0.0,,0
CAPN13,CACNB2,0.0,,0
KCNA5,PAIP2B,0.05,,0
GOLGA7,BMI1,0.0,,0
HPGD,LAMB2,0.0,,0
PLEKHA4,ACTR8,0.31,,1
LPAR5,AP3S1,0.0,,0
TNFAIP8L2,GPR21,0.03,,0
ZNF530,APBA1,0.01,,0
SF3A1,ARNT,0.0,,0
PYCARD,H2BC11,0.0,,0
KRTAP21-2,RBFOX3,0.0,,0
N4BP2L2,VWA7,0.01,,0
REM1,SOX18,0.01,,0
NECAP1,RNF183,0.11,,0
CCL4L2,GYPB,0.0,,0
SLC4A2,FAM221B,0.23,,1
KRT37,SRP9,0.0,,0
ABCC3,RING1,0.0,,0
AMDHD2,GABRG2,0.0,,0
PCGF2,ANAPC1,0.0,,0
MAFG,MS4A18,0.0,,0
ZNF624,TRIM72,0.09,,0
AMOT,VPS28,0.0,,0
FABP12,CACNG3,0.01,,0
RFC3,NT5C,0.0,,0
SNRPG,TAS2R16,0.0,,0
ZNF91,TDRP,0.08,,0
DDX49,LCE2C,0.05,,0
HTR1A,FRMD1,0.02,,0
ZDBF2,PIP4P2,0.07,,0
TRHR,ANXA1,0.03,,0
IL17RB,CHCHD4,0.01,,0
HSPA4,PODXL,0.05,,0
KIAA0232,BCL7B,0.0,,0
ARPC1B,POGLUT1,0.0,,0
ADPGK,PAK1,0.11,,0
CREB3,SNRPB,0.0,,0
SLFNL1,KLHDC10,0.06,,0
TAPBP,GSTM4,0.16,,0
NKX6-1,DAZL,0.07,,0
OR2L2,CCL26,0.04,,0
ADD1,PCCB,0.1,,0
ADAMTS10,CCNL2,0.02,,0
SOCS6,CAP2,0.09,,0
TAF8,SULF2,0.01,,0
MBP,PCYT1B,0.01,,0
BTNL2,MKNK2,0.02,,0
PCGF2,RPL36AL,0.0,,0
RFC2,PDE6D,0.0,,0
DOK2,FOS,0.0,,0
MTREX,MRAS,0.0,,0
TOMM6,PRPF4,0.0,,0
MMP28,D2HGDH,0.21,,1
WDR46,FOXJ1,0.04,,0
HAUS3,FBXL8,0.37,,1
ZNF550,GPR183,0.04,,0
CCDC6,CNOT10,0.01,,0
HERC2,PIP5K1A,0.14,,0
PTK7,FAM219B,0.05,,0
FOLR1,PHF10,0.0,,0
OR5D18,CUL3,0.0,,0
PSMB1,OR4E1,0.0,,0
CALM3,BTK,0.0,,0
IL17RC,MPL,0.0,,0
PAICS,USP39,0.02,,0
TRIM7,CCDC120,0.18,,0
PRLR,RBBP7,0.0,,0
RAD1,ARF3,0.12,,0
NUP58,PTPN13,0.11,,0
SMARCA4,ZNF607,0.0,,0
CDK8,TMEM63B,0.07,,0
ZNF813,ATP13A5,0.02,,0
ARMCX3,SIRT5,0.05,,0
RB1CC1,ZFP90,0.14,,0
STK39,RPUSD2,0.08,,0
PHF1,MIA,0.0,,0
TMEM212,BCL7B,0.0,,0
UGT1A1,MDFIC,0.0,,0
CARHSP1,TMEM42,0.02,,0
A3GALT2,ATOX1,0.09,,0
FBXW12,UGT1A8,0.02,,0
DDB1,LTO1,0.0,,0
RPL10,CDKN3,0.0,,0
PSME3,LZTR1,0.03,,0
MAGOH,TMEM53,0.0,,0
STING1,RING1,0.0,,0
SNRPG,TAS2R16,0.0,,0
ROCK2,GPN3,0.2,,0
INSM2,GPATCH4,0.14,,0
FBXW11,CENPU,0.0,,0
DSCAML1,TMEM191B,0.03,,0
NELFB,REPS2,0.13,,0
EZH2,ERI2,0.0,,0
SEC23A,SPDL1,0.3,,1
SMOC1,VIP,0.05,,0
ZRANB3,PRPF8,0.0,,0
RBMX,AMBRA1,0.01,,0
STK17A,KAT8,0.01,,0
TIPRL,TIMM10B,0.75,,3
PRRG4,CBR4,0.04,,0
TRMT112,ZNF670,0.0,,0
VPS72,MOB4,0.0,,0
POTEI,FIBIN,0.03,,0
IQCM,IHO1,0.04,,0
RNASE3,EIF4A3,0.0,,0
SDR16C5,HCN2,0.0,,0
RNF167,ARSB,0.03,,0
CLSPN,TGFB1,0.19,,0
SCRIB,JUND,0.0,,0
SMARCD1,ZDHHC17,0.0,,0
RALGPS2,SGK1,0.09,,0
DIPK2A,ATF2,0.0,,0
PSMB5,SRD5A1,0.0,,0
CCL7,NPIPB11,0.02,,0
SLIT1,MTUS1,0.04,,0
SMARCC2,MBNL1,0.0,,0
CCNK,APAF1,0.03,,0
EFCAB5,RPL34,0.0,,0
PCDHA12,ADGRF5,0.03,,0
TFDP1,DEFB119,0.0,,0
FERMT1,CACTIN,0.02,,0
DTX3,FABP6,0.03,,0
ERICH1,SREBF1,0.0,,0
LSP1,FOXP1,0.0,,0
TOMM5,MUC5B,0.1,,0
DMRTA1,LCA5L,0.2,,0
TMEM30A,CRHR2,0.0,,0
POPDC3,OR56A4,0.0,,0
ARMC12,PRPF40B,0.11,,0
DDB1,APOBR,0.0,,0
NCAM1,TFIP11,0.0,,0
SERPINE1,SNRPF,0.0,,0
ARMC6,GSK3A,0.0,,0
SYN1,OR6C3,0.0,,0
GDF11,SCN2B,0.0,,0
CBR4,ZCWPW2,0.08,,0
H1-5,PDGFA,0.0,,0
CLEC18C,TRMT10B,0.03,,0
RPL10A,SGSM1,0.0,,0
TOP2A,SLC9A2,0.0,,0
FUT3,GEM,0.02,,0
BIRC3,CACNA1C,0.0,,0
TMEM200A,TAF13,0.02,,0
VPS33A,GBP7,0.01,,0
CDON,EIF2B2,0.1,,0
WDR3,ENOX2,0.02,,0
RGPD1,P2RX1,0.0,,0
RIPK1,SH3GLB1,0.0,,0
COL18A1,CLASRP,0.27,,1
RUVBL2,SLC29A3,0.0,,0
NOMO3,FAM184A,0.02,,0
ECE1,ZDHHC7,0.1,,0
CPNE7,TTC22,0.11,,0
ALDH3A1,ZNF135,0.0,,0
CDC40,MUC13,0.0,,0
CAT,ZSCAN21,0.0,,0
YPEL2,CFH,0.0,,0
CHRNB2,OR2T6,0.04,,0
NCOA2,KIF3B,0.0,,0
DOP1A,SLC4A8,0.17,,0
SYVN1,HLA-DRA,0.0,,0
TAMALIN,ZNF707,0.0,,0
RFPL2,RHNO1,0.0,,0
MEAF6,ASB11,0.0,,0
ZDHHC3,GMCL1,0.12,,0
RNF208,LOXL2,0.07,,0
CPSF4,BEST3,0.04,,0
TIMM9,UFD1,0.0,,0
ZNF474,CHRNB3,0.04,,0
RBBP7,MGA,0.0,,0
ICA1L,RPL32,0.0,,0
ACTR2,DSG2,0.0,,0
FUT3,TRIM77,0.02,,0
ELP5,HARS1,0.7,,3
CRNKL1,ATP6V1D,0.0,,0
CNOT10,TEP1,0.01,,0
ATP6V1G2,TRAPPC8,0.01,,0
FCRL2,DECR1,0.04,,0
BAG1,SLC37A1,0.23,,1
FBXL3,ZCCHC7,0.02,,0
MUC12,GPR25,0.0,,0
BCDIN3D,MGME1,0.14,,0
RASD1,DGLUCY,0.19,,0
LAMC1,TUBA4A,0.0,,0
KBTBD11,EGF,0.25,,1
AIG1,AUNIP,0.02,,0
NDUFA3,ACTB,0.0,,0
KCNH2,MCUR1,0.02,,0
ZSWIM3,PPM1M,0.09,,0
HMG20B,R3HDM1,0.18,,0
ZNF713,JADE2,0.02,,0
PELI1,CKS2,0.1,,0
SLC26A7,UCN,0.0,,0
E2F5,ECSIT,0.01,,0
C2CD3,GOLT1A,0.02,,0
HMSD,SPTLC1,0.0,,0
DNAJC6,FCRL4,0.0,,0
H2AZ1,TRMT11,0.01,,0
CTSV,NHSL2,0.23,,1
ATF4,PADI3,0.0,,0
MMD2,ATF2,0.0,,0
ZNF35,SHCBP1L,0.09,,0
POLR2H,MRPS31,0.0,,0
MINAR2,TMED2,0.15,,0
SERPINE1,SNRPF,0.0,,0
CRNKL1,ATP6V1D,0.0,,0
CSNK2A1,CDH3,0.0,,0
CUL1,PENK,0.0,,0
KCNS1,WDR88,0.04,,0
POLR2J,DOHH,0.13,,0
CCAR1,KPNB1,0.0,,0
SNAI3,EPB41L1,0.05,,0
OLAH,SUN1,0.0,,0
INSYN2A,WDCP,0.04,,0
ZNF284,ZNF106,0.04,,0
ZSWIM2,LAMB1,0.0,,0
PSMB4,HSDL1,0.0,,0
FOXS1,FSIP2,0.02,,0
DFFB,C17orf67,0.15,,0
SRSF5,SOD1,0.15,,0
LAMC1,TUBA4A,0.0,,0
NFKBIZ,PIWIL2,0.04,,0
GID4,TUSC3,0.0,,0
IFRD1,SULT2A1,0.01,,0
ENAM,SPINK2,0.0,,0
SLC30A2,PCGF5,0.0,,0
IFIH1,PSD4,0.14,,0
PLAC9,ZNF28,0.0,,0
MAP3K8,MRPL1,0.08,,0
VMA21,SMARCB1,0.0,,0
CMTM3,PPIE,0.0,,0
PAFAH1B1,GDF3,0.0,,0
GOLGA2,SMIM12,0.18,,0
MFRP,ANKRD9,0.01,,0
KIRREL1,SERPINF2,0.01,,0
TPPP,NXPE2,0.01,,0
TRIM61,RP1,0.01,,0
CCDC187,VPS28,0.0,,0
EDN2,IL5RA,0.01,,0
BUD31,ATPSCKMT,0.0,,0
LRRTM2,CDK19,0.06,,0
TIMM17A,FAM9B,0.0,,0
SKP1,C1QTNF7,0.0,,0
MYO6,PSMB7,0.0,,0
HDAC1,FEM1C,0.0,,0
BATF3,KIAA1143,0.0,,0
TRMT112,ZNF670,0.0,,0
KLRC3,ASPM,0.0,,0
MCOLN2,RNF10,0.02,,0
LRRC37A3,ZNF416,0.06,,0
KLHL18,EHBP1L1,0.32,,1
ECHDC3,CYP2J2,0.13,,0
PRB3,ZSCAN31,0.0,,0
DCTN2,SLC52A3,0.0,,0
FOXO1,ZNF439,0.21,,1
ZEB2,YJEFN3,0.01,,0
ILF2,SH3BP5,0.0,,0
H1-10,PSMD13,0.0,,0
ZNF652,SEMA4B,0.08,,0
CNPY4,SHB,0.14,,0
SMIM1,TMEM275,0.01,,0
SKP1,PDGFA,0.0,,0
SUN1,LYL1,0.0,,0
HIP1R,RIC8A,0.51,,2
XPNPEP2,EED,0.0,,0
SLC17A4,HORMAD1,0.01,,0
SKP1,TAF11,0.0,,0
MALRD1,CLEC12B,0.02,,0
PSMD12,ZCCHC7,0.0,,0
TNNC1,ZNF138,0.01,,0
TANGO6,COG6,0.07,,0
SEMA6C,MED7,0.2,,0
NKAIN1,ENTHD1,0.01,,0
CNIH4,MIPEP,0.01,,0
CDK3,WWP1,0.0,,0
PHYHIP,EIF1B,0.04,,0
DCAF7,ACTB,0.0,,0
TAFA3,TMEM106C,0.01,,0
ATG13,CD247,0.0,,0
ZFP69B,IMPDH2,0.04,,0
ELF2,SPATA12,0.0,,0
KIF1C,LHX6,0.35,,1
BACH2,BRCC3,0.0,,0
ZNF689,CNBP,0.01,,0
ZNF705D,CATSPERG,0.19,,0
WASHC5,KIF3C,0.0,,0
CCNI,MTCH1,0.53,,2
ACTR5,COX8A,0.04,,0
MOV10,MMP24OS,0.15,,0
SERPINB3,CTSB,0.13,,0
VGLL2,CYP7A1,0.05,,0
SMARCC2,FOXO3,0.0,,0
KCNJ3,ARHGAP15,0.05,,0
ZNF20,RPL29,0.0,,0
KCNA4,MAN1A1,0.06,,0
SORBS3,TAF5L,0.01,,0
PDRG1,LSM10,0.03,,0
MEAF6,CLPTM1,0.0,,0
TAF1,OR4F5,0.0,,0
MTMR4,DYNC1I2,0.0,,0
TTLL12,GVQW3,0.14,,0
BCL2L11,CAB39L,0.0,,0
ZRANB3,PRPF8,0.0,,0
OR4N5,DIS3L,0.0,,0
RBM8A,OR51V1,0.0,,0
AXIN2,TPO,0.0,,0
PLP1,CARS2,0.0,,0
SYCE1,FGF8,0.03,,0
SNRPD2,COA3,0.0,,0
SKP1,TAF11,0.0,,0
ATF4,OR6C3,0.0,,0
CBX2,PECAM1,0.0,,0
SLC7A10,GDF6,0.05,,0
NKIRAS2,HOXB8,0.07,,0
CD96,CBX2,0.0,,0
CARNMT1,CWC15,0.0,,0
SORBS3,ZDHHC5,0.06,,0
SFTPA1,ATG9B,0.0,,0
RASGEF1A,MAP6D1,0.17,,0
CFAP97,PHACTR2,0.22,,1
WNT2B,TAAR8,0.0,,0
WASHC5,PRPF8,0.0,,0
ULBP2,DUSP4,0.16,,0
RAB8B,TNNT1,0.09,,0
IMMT,C1orf53,0.04,,0
ZNF773,SNX29,0.05,,0
ZDHHC9,KDM5C,0.24,,1
PHF5A,DAXX,0.0,,0
DDB1,FUNDC2,0.0,,0
LURAP1,RXRA,0.0,,0
CACNG1,ZNF300,0.0,,0
ENTPD5,COG4,0.1,,0
AQR,MAPK7,0.0,,0
DHRS7,ARPC4,0.0,,0
GPR151,SLC11A1,0.02,,0
PSD3,SPEN,0.01,,0
KCNA6,RER1,0.04,,0
ADH4,ACOX3,0.0,,0
PSMC4,RMI1,0.0,,0
MICU2,OVOL3,0.0,,0
ALDH9A1,NWD2,0.09,,0
FAAP20,DDOST,0.01,,0
VAX2,ACTB,0.0,,0
DIS3,NUTM2B,0.0,,0
TTI2,C1D,0.06,,0
NBL1,CBLC,0.04,,0
WDR82,OR6M1,0.0,,0
LCA5L,INTS11,0.05,,0
MYOZ3,HBZ,0.0,,0
LRRC57,FN3K,0.07,,0
MANSC4,ACTB,0.0,,0
MZF1,PUS7,0.36,,1
FEN1,B3GNT5,0.02,,0
CBLN3,SH2D4B,0.04,,0
SCRIB,JUND,0.0,,0
ARPC1B,FBXL2,0.0,,0
LAPTM4A,ARHGAP22,0.0,,0
CHST15,MAOA,0.16,,0
CMTM3,PPIE,0.0,,0
KAZN,USB1,0.01,,0
CEBPA,PRPS2,0.0,,0
LIMS2,GABRA5,0.0,,0
CAPNS2,VCP,0.0,,0
SKP1,PDGFA,0.0,,0
YAF2,EFNA4,0.0,,0
GNG14,ATP6V0C,0.0,,0
TAS2R5,OLR1,0.02,,0
OR10A3,INTS13,0.01,,0
RPL22,DDX39B,0.02,,0
SCRN3,GNG10,0.02,,0
SDHC,SPANXN5,0.02,,0
ESYT1,AFAP1,0.07,,0
MOV10,NWD2,0.03,,0
PTCRA,SHANK2,0.02,,0
PCGF2,RPL36AL,0.0,,0
KRR1,GLE1,0.25,,1
TGOLN2,SMC1B,0.0,,0
PDE4D,KRTAP4-3,0.0,,0
IFI16,POLR2K,0.0,,0
MGAT3,PRKCI,0.01,,0
RBBP7,KLHDC9,0.0,,0
ITGA6,ERVFRD-1,0.0,,0
MPV17,FGR,0.19,,0
SMARCC1,OR1L6,0.0,,0
KRT15,PRPF8,0.0,,0
KLF7,FAM167B,0.01,,0
B3GALT9,TMEM65,0.04,,0
SYF2,CCDC190,0.0,,0
CCNA2,ZNF440,0.0,,0
